Year,Province,District,Total_Deaths_Cum,Injured_Total_Cum,Total_Houses_Damaged,Cropped_Area_Acres,Roads_Damaged_km,Flooded_Area_sqkm,Persons_Affected,Est_Damages_USD_Mn,Rainfall_Actual_mm,Rainfall_Anomaly_pct
2017,KPK,Dir Lower,2,7,212,3293,5,18,11762,4.4,154,-4.3
2017,KPK,Chitral,3,10,289,4491,7,24,16040,6.0,130,-26.1
2017,KPK,Mansehra,3,10,368,5729,9,31,20459,7.6,130,-13.3
2017,KPK,Abbottabad,2,7,235,3663,6,20,13083,4.9,156,8.3
2017,KPK,Haripur,2,7,235,3656,6,20,13056,4.8,179,2.9
2017,KPK,Swabi,3,10,338,5256,8,28,18771,7.0,196,12.0
2017,KPK,Buner,1,3,116,1805,3,10,6448,2.4,216,24.1
2017,KPK,Shangla,3,10,271,4210,7,23,15036,5.6,161,12.6
2017,KPK,Kohistan,3,10,340,5283,8,28,18869,7.0,185,8.2
2017,KPK,Battagram,1,3,108,1681,3,9,6004,2.2,202,31.2
2017,KPK,Tor Ghar,2,7,186,2887,5,15,10311,3.8,155,-3.1
2017,Balochistan,All (Province Level),23,76,2563,39862,64,214,142364,52.8,219,30.4
2017,Balochistan,Quetta,1,3,99,1542,2,8,5507,2.0,133,-19.9
2017,Balochistan,Khuzdar,1,3,132,2049,3,11,7319,2.7,191,26.5
2017,Balochistan,Turbat,1,3,112,1750,3,9,6249,2.3,162,-8.5
2017,Balochistan,Gwadar,1,3,97,1506,2,8,5379,2.0,184,8.9
2017,Balochistan,Lasbela,1,3,163,2539,4,14,9068,3.4,318,74.7
2017,Balochistan,Mastung,2,7,254,3951,6,21,14112,5.2,169,-5.1
2017,Balochistan,Kalat,1,3,164,2558,4,14,9137,3.4,132,-26.3
2017,Balochistan,Sibi,1,3,139,2160,3,12,7716,2.9,140,-27.1
2017,Balochistan,Nasirabad,1,3,163,2542,4,14,9079,3.4,160,5.3
2017,Balochistan,Jaffarabad,2,7,241,3751,6,20,13396,5.0,199,12.4
2017,Balochistan,Bolan,2,7,268,4164,7,22,14872,5.5,314,66.1
2017,Balochistan,Zhob,2,7,234,3648,6,20,13027,4.8,172,-9.0
2017,Balochistan,Loralai,1,3,95,1484,2,8,5299,2.0,154,-1.9
2017,Balochistan,Dera Bugti,1,3,127,1969,3,11,7033,2.6,168,13.5
2017,Balochistan,Kohlu,1,3,110,1707,3,9,6096,2.3,259,56.0
2017,Balochistan,Jhal Magsi,1,3,116,1798,3,10,6423,2.4,276,61.4
2017,AJK,All (Province Level),10,33,1136,17671,28,95,63112,23.4,228,75.4
2017,AJK,Muzaffarabad,1,3,91,1423,2,8,5083,1.9,265,124.6
2017,AJK,Mirpur,1,3,114,1767,3,9,6311,2.3,262,78.2
2017,AJK,Rawlakot,1,3,149,2325,4,12,8302,3.1,340,129.7
2017,AJK,Kotli,2,7,182,2825,5,15,10089,3.7,227,68.1
2017,AJK,Bagh,1,3,89,1377,2,7,4917,1.8,208,61.2
2017,AJK,Haveli,1,3,74,1157,2,6,4133,1.5,333,189.6
2017,AJK,Neelum,2,7,195,3026,5,16,10806,4.0,159,22.3
2017,AJK,Hattian,1,3,91,1409,2,8,5031,1.9,246,96.8
2017,Gilgit-Baltistan,All (Province Level),8,26,863,13425,22,72,47945,17.8,258,89.7
2017,Gilgit-Baltistan,Gilgit,1,3,86,1333,2,7,4760,1.8,322,120.5
2017,Gilgit-Baltistan,Skardu,1,3,89,1383,2,7,4939,1.8,186,20.8
2017,Gilgit-Baltistan,Ghanche,1,3,108,1686,3,9,6023,2.2,273,125.6
2017,Gilgit-Baltistan,Ghizer,1,3,94,1467,2,8,5240,1.9,234,87.2
2017,Gilgit-Baltistan,Hunza,0,0,53,818,1,4,2921,1.1,307,108.8
2017,Gilgit-Baltistan,Nagar,1,3,149,2325,4,12,8303,3.1,212,39.5
2017,Gilgit-Baltistan,Astore,2,7,162,2518,4,13,8993,3.3,323,162.6
2017,Gilgit-Baltistan,Diamer,1,3,125,1942,3,10,6934,2.6,231,65.0
2017,FATA,All (Province Level),5,16,582,9047,15,48,32309,12.0,240,100.0
2017,FATA,Khyber,1,3,85,1320,2,7,4714,1.8,239,132.0
2017,FATA,Kurram,0,0,49,756,1,4,2701,1.0,289,122.3
2017,FATA,Orakzai,0,0,52,811,1,4,2897,1.1,198,80.0
2017,FATA,Mohmand,1,3,63,975,2,5,3483,1.3,321,163.1
2017,FATA,Bajaur,1,3,77,1194,2,6,4263,1.6,154,40.0
2017,FATA,North Waziristan,1,3,93,1444,2,8,5158,1.9,179,54.3
2017,FATA,South Waziristan,1,3,75,1168,2,6,4172,1.6,254,146.6
2018,Pakistan (National),All,145,478,17640,274400,441,1470,980000,309.1,184,31.4
2018,Punjab,All (Province Level),42,139,5106,79433,128,426,283690,89.5,236,42.2
2018,Punjab,Lahore,2,7,195,3037,5,16,10846,3.4,191,7.3
2018,Punjab,Multan,1,3,165,2566,4,14,9163,2.9,312,97.5
2018,Punjab,Faisalabad,1,3,180,2798,4,15,9992,3.1,182,-1.1
2018,Punjab,Rawalpindi,1,3,169,2631,4,14,9397,3.0,199,32.7
2018,Punjab,Gujranwala,2,7,283,4404,7,24,15727,5.0,171,-9.5
2018,Punjab,Sargodha,1,3,100,1557,3,8,5559,1.8,301,83.5
2018,Punjab,Sialkot,1,3,172,2680,4,14,9572,3.0,208,20.2
2018,Punjab,Jhang,2,7,208,3232,5,17,11544,3.6,288,59.1
2018,Punjab,Muzaffargarh,1,3,132,2051,3,11,7326,2.3,246,37.4
2018,Punjab,Rahim Yar Khan,2,7,249,3879,6,21,13854,4.4,264,41.2
2018,Punjab,Bahawalnagar,2,7,234,3646,6,20,13021,4.1,276,54.2
2018,Punjab,Bahawalpur,1,3,138,2146,3,11,7666,2.4,231,27.6
2018,Punjab,D.G. Khan,2,7,196,3055,5,16,10909,3.4,219,36.0
2018,Punjab,Rajanpur,2,7,195,3037,5,16,10846,3.4,186,12.0
2018,Punjab,Mianwali,1,3,90,1405,2,8,5018,1.6,251,47.6
2018,Punjab,Khushab,3,10,342,5321,9,29,19005,6.0,184,24.3
2018,Punjab,Chakwal,2,7,272,4232,7,23,15114,4.8,351,108.9
2018,Punjab,Jhelum,3,10,332,5172,8,28,18470,5.8,290,69.6
2018,Punjab,Kasur,2,7,267,4155,7,22,14839,4.7,286,89.4
2018,Punjab,Sheikhupura,2,7,246,3830,6,21,13677,4.3,282,75.2
2018,Punjab,Gujrat,1,3,90,1394,2,7,4979,1.6,331,116.3
2018,Punjab,Hafizabad,2,7,267,4154,7,22,14834,4.7,292,98.6
2018,Punjab,Narowal,2,7,223,3475,6,19,12409,3.9,279,46.8
2018,Punjab,Layyah,1,3,150,2330,4,12,8320,2.6,261,65.2
2018,Punjab,Bhakkar,3,10,347,5390,9,29,19251,6.1,289,105.0
2018,Sindh,All (Province Level),33,109,3979,61903,99,332,221082,69.7,166,17.7
2018,Sindh,Karachi,1,3,96,1488,2,8,5316,1.7,155,3.3
2018,Sindh,Hyderabad,2,7,241,3755,6,20,13411,4.2,108,-27.0
2018,Sindh,Sukkur,2,7,199,3094,5,17,11049,3.5,112,-27.3
2018,Sindh,Larkana,2,7,298,4640,7,25,16571,5.2,224,83.6
2018,Sindh,Khairpur,2,7,293,4551,7,24,16255,5.1,158,1.3
2018,Sindh,Jacobabad,2,7,228,3546,6,19,12663,4.0,114,-21.9
2018,Sindh,Shikarpur,1,3,113,1758,3,9,6277,2.0,164,24.2
2018,Sindh,Kashmore,1,3,172,2680,4,14,9570,3.0,166,2.5
2018,Sindh,Dadu,1,3,112,1735,3,9,6196,2.0,100,-24.8
2018,Sindh,Jamshoro,3,10,349,5434,9,29,19407,6.1,240,96.7
2018,Sindh,Thatta,1,3,150,2328,4,12,8316,2.6,140,-0.7
2018,Sindh,Badin,1,3,167,2596,4,14,9270,2.9,124,-8.1
2018,Sindh,Sanghar,1,3,171,2658,4,14,9492,3.0,185,32.1
2018,Sindh,Mirpur Khas,2,7,206,3201,5,17,11432,3.6,212,68.3
2018,Sindh,Tharparkar,1,3,120,1862,3,10,6649,2.1,127,-9.3
2018,Sindh,Umerkot,2,7,200,3119,5,17,11138,3.5,146,-7.6
2018,Sindh,Matiari,1,3,126,1965,3,11,7017,2.2,221,59.0
2018,Sindh,Qambar,1,3,168,2609,4,14,9318,2.9,234,46.2
2018,KPK,All (Province Level),28,92,3351,52129,84,279,186175,58.7,151,3.4
2018,KPK,Peshawar,2,7,247,3835,6,21,13698,4.3,194,19.0
2018,KPK,Nowshera,1,3,132,2058,3,11,7351,2.3,92,-31.9
2018,KPK,Charsadda,1,3,123,1907,3,10,6809,2.1,92,-41.0
2018,KPK,Mardan,2,7,237,3687,6,20,13168,4.2,91,-45.5
2018,KPK,Swat,2,7,194,3024,5,16,10801,3.4,130,-12.8
2018,KPK,Malakand,1,3,140,2173,3,12,7759,2.4,194,28.5
2018,KPK,Dir Upper,3,10,328,5101,8,27,18218,5.7,153,-6.7
2018,KPK,Dir Lower,2,7,206,3198,5,17,11420,3.6,162,17.4
2018,KPK,Chitral,1,3,107,1668,3,9,5956,1.9,179,16.2
2018,KPK,Mansehra,3,10,317,4927,8,26,17596,5.5,177,29.2
2018,KPK,Abbottabad,1,3,129,2003,3,11,7154,2.3,224,49.3
2018,KPK,Haripur,1,3,106,1645,3,9,5874,1.9,188,32.4
2018,KPK,Swabi,1,3,114,1768,3,9,6316,2.0,206,28.7
2018,KPK,Buner,1,3,111,1719,3,9,6140,1.9,223,47.7
2018,KPK,Shangla,1,3,115,1793,3,10,6403,2.0,160,15.9
2018,KPK,Kohistan,2,7,223,3471,6,19,12398,3.9,103,-22.0
2018,KPK,Battagram,1,3,166,2587,4,14,9241,2.9,124,-23.9
2018,KPK,Tor Ghar,2,7,223,3474,6,19,12408,3.9,172,11.7
2018,Balochistan,All (Province Level),17,56,2092,32536,52,174,116200,36.6,134,18.6
2018,Balochistan,Quetta,1,3,99,1541,2,8,5502,1.7,137,7.9
2018,Balochistan,Khuzdar,1,3,170,2641,4,14,9432,3.0,184,68.8
2018,Balochistan,Turbat,1,3,85,1324,2,7,4729,1.5,131,26.0
2018,Balochistan,Gwadar,1,3,147,2292,4,12,8184,2.6,138,26.6
2018,Balochistan,Lasbela,1,3,110,1716,3,9,6127,1.9,136,19.3
2018,Balochistan,Mastung,1,3,66,1028,2,6,3672,1.2,172,55.0
2018,Balochistan,Kalat,1,3,118,1841,3,10,6574,2.1,126,6.8
2018,Balochistan,Sibi,1,3,69,1066,2,6,3807,1.2,156,47.2
2018,Balochistan,Nasirabad,2,7,211,3286,5,18,11734,3.7,172,67.0
2018,Balochistan,Jaffarabad,1,3,94,1462,2,8,5223,1.6,100,-2.9
2018,Balochistan,Bolan,2,7,190,2952,5,16,10544,3.3,120,20.0
2018,Balochistan,Zhob,1,3,130,2029,3,11,7248,2.3,146,47.5
2018,Balochistan,Loralai,1,3,71,1100,2,6,3927,1.2,146,21.7
2018,Balochistan,Dera Bugti,1,3,119,1850,3,10,6606,2.1,184,64.3
2018,Balochistan,Kohlu,1,3,130,2030,3,11,7250,2.3,114,-0.9
2018,Balochistan,Jhal Magsi,1,3,128,1996,3,11,7128,2.2,100,-18.7
2018,AJK,All (Province Level),8,26,980,15243,24,82,54441,17.2,134,-0.7
2018,AJK,Muzaffarabad,1,3,150,2335,4,13,8341,2.6,91,-35.9
2018,AJK,Mirpur,1,3,118,1828,3,10,6529,2.1,137,4.6
2018,AJK,Rawlakot,1,3,147,2287,4,12,8169,2.6,91,-40.1
2018,AJK,Kotli,1,3,101,1571,3,8,5611,1.8,130,0.0
2018,AJK,Bagh,1,3,71,1109,2,6,3959,1.2,92,-34.3
2018,AJK,Haveli,1,3,111,1721,3,9,6148,1.9,139,-9.7
2018,AJK,Neelum,2,7,206,3197,5,17,11417,3.6,179,49.2
2018,AJK,Hattian,1,3,145,2257,4,12,8062,2.5,190,49.6
2018,Gilgit-Baltistan,All (Province Level),5,16,611,9506,15,51,33950,10.7,220,54.9
2018,Gilgit-Baltistan,Gilgit,0,0,54,847,1,5,3025,1.0,182,13.0
2018,Gilgit-Baltistan,Skardu,0,0,59,912,1,5,3257,1.0,229,44.9
2018,Gilgit-Baltistan,Ghanche,1,3,73,1135,2,6,4053,1.3,288,119.8
2018,Gilgit-Baltistan,Ghizer,0,0,50,774,1,4,2764,0.9,160,6.0
2018,Gilgit-Baltistan,Hunza,1,3,110,1718,3,9,6134,1.9,229,57.9
2018,Gilgit-Baltistan,Nagar,0,0,53,826,1,4,2951,0.9,288,110.2
2018,Gilgit-Baltistan,Astore,1,3,135,2102,3,11,7506,2.4,304,151.2
2018,Gilgit-Baltistan,Diamer,1,3,90,1392,2,7,4973,1.6,204,28.3
2018,FATA,All (Province Level),4,13,528,8216,13,44,29343,9.3,152,7.8
2018,FATA,Khyber,1,3,78,1209,2,6,4317,1.4,209,32.3
2018,FATA,Kurram,1,3,128,1985,3,11,7089,2.2,212,48.3
2018,FATA,Orakzai,1,3,94,1467,2,8,5238,1.6,180,27.7
2018,FATA,Mohmand,0,0,41,632,1,3,2258,0.7,224,77.8
2018,FATA,Bajaur,0,0,58,903,1,5,3224,1.0,199,53.1
2018,FATA,North Waziristan,1,3,68,1053,2,6,3762,1.2,148,2.8
2018,FATA,South Waziristan,1,3,73,1135,2,6,4053,1.3,206,53.7
2019,Pakistan (National),All,174,574,19800,308000,495,1650,1100000,381.8,196,38.0
2019,Punjab,All (Province Level),52,172,5890,91622,147,491,327222,113.6,262,95.5
2019,Punjab,Lahore,2,7,222,3454,6,19,12337,4.3,336,127.0
2019,Punjab,Multan,2,7,233,3625,6,19,12948,4.5,269,74.7
2019,Punjab,Faisalabad,3,10,393,6111,10,33,21826,7.6,265,113.7
2019,Punjab,Rawalpindi,2,7,240,3739,6,20,13354,4.6,387,156.3
2019,Punjab,Gujranwala,2,7,239,3719,6,20,13281,4.6,281,105.1
2019,Punjab,Sargodha,2,7,275,4276,7,23,15273,5.3,227,95.7
2019,Punjab,Sialkot,3,10,327,5086,8,27,18165,6.3,215,85.3
2019,Punjab,Jhang,2,7,237,3691,6,20,13182,4.6,215,88.6
2019,Punjab,Muzaffargarh,1,3,160,2485,4,13,8874,3.1,296,134.9
2019,Punjab,Rahim Yar Khan,2,7,260,4045,7,22,14448,5.0,345,163.4
2019,Punjab,Bahawalnagar,1,3,141,2191,4,12,7826,2.7,288,126.8
2019,Punjab,Bahawalpur,2,7,271,4215,7,23,15052,5.2,332,133.8
2019,Punjab,D.G. Khan,2,7,208,3238,5,17,11564,4.0,337,146.0
2019,Punjab,Rajanpur,3,10,340,5286,8,28,18877,6.6,382,229.3
2019,Punjab,Mianwali,1,3,144,2245,4,12,8017,2.8,270,128.8
2019,Punjab,Khushab,3,10,313,4871,8,26,17396,6.0,382,156.4
2019,Punjab,Chakwal,2,7,222,3455,6,19,12341,4.3,295,104.9
2019,Punjab,Jhelum,2,7,245,3807,6,20,13596,4.7,185,21.7
2019,Punjab,Kasur,3,10,344,5345,9,29,19089,6.6,260,72.2
2019,Punjab,Sheikhupura,2,7,171,2665,4,14,9517,3.3,371,147.3
2019,Punjab,Gujrat,3,10,295,4589,7,25,16389,5.7,391,194.0
2019,Punjab,Hafizabad,1,3,168,2608,4,14,9313,3.2,346,188.3
2019,Punjab,Narowal,2,7,216,3360,5,18,11999,4.2,322,136.8
2019,Punjab,Layyah,1,3,135,2097,3,11,7491,2.6,313,107.3
2019,Punjab,Bhakkar,3,10,371,5774,9,31,20621,7.2,362,168.1
2019,Sindh,All (Province Level),42,139,4786,74449,120,399,265888,92.3,207,24.7
2019,Sindh,Karachi,2,7,199,3102,5,17,11078,3.8,239,28.5
2019,Sindh,Hyderabad,2,7,225,3498,6,19,12494,4.3,222,31.4
2019,Sindh,Sukkur,3,10,293,4559,7,24,16281,5.7,207,15.6
2019,Sindh,Larkana,3,10,365,5681,9,30,20290,7.0,300,97.4
2019,Sindh,Khairpur,4,13,440,6838,11,37,24421,8.5,299,64.3
2019,Sindh,Jacobabad,3,10,366,5692,9,30,20328,7.1,225,38.0
2019,Sindh,Shikarpur,3,10,355,5526,9,30,19734,6.8,234,58.1
2019,Sindh,Kashmore,2,7,198,3086,5,17,11022,3.8,164,8.6
2019,Sindh,Dadu,3,10,391,6077,10,33,21703,7.5,159,2.6
2019,Sindh,Jamshoro,3,10,316,4909,8,26,17532,6.1,180,9.8
2019,Sindh,Thatta,2,7,241,3756,6,20,13413,4.7,302,100.0
2019,Sindh,Badin,3,10,295,4596,7,25,16416,5.7,193,28.7
2019,Sindh,Sanghar,1,3,167,2598,4,14,9279,3.2,241,43.5
2019,Sindh,Mirpur Khas,2,7,265,4116,7,22,14699,5.1,266,40.0
2019,Sindh,Tharparkar,1,3,115,1787,3,10,6383,2.2,251,64.1
2019,Sindh,Umerkot,2,7,220,3417,5,18,12204,4.2,209,39.3
2019,Sindh,Matiari,3,10,356,5542,9,30,19792,6.9,192,26.3
2019,Sindh,Qambar,1,3,148,2298,4,12,8207,2.9,269,75.8
2019,KPK,All (Province Level),39,129,4408,68570,110,367,244892,85.0,256,84.2
2019,KPK,Peshawar,2,7,283,4395,7,24,15698,5.5,189,30.3
2019,KPK,Nowshera,2,7,216,3359,5,18,11995,4.2,248,67.6
2019,KPK,Charsadda,2,7,243,3779,6,20,13496,4.7,265,85.3
2019,KPK,Mardan,1,3,142,2216,4,12,7915,2.7,155,18.3
2019,KPK,Swat,3,10,358,5566,9,30,19879,6.9,365,146.6
2019,KPK,Malakand,1,3,141,2190,4,12,7820,2.7,233,54.3
2019,KPK,Dir Upper,1,3,149,2320,4,12,8287,2.9,248,86.5
2019,KPK,Dir Lower,2,7,242,3770,6,20,13464,4.7,371,133.3
2019,KPK,Chitral,3,10,331,5142,8,28,18365,6.4,302,101.3
2019,KPK,Mansehra,3,10,326,5064,8,27,18085,6.3,315,148.0
2019,KPK,Abbottabad,2,7,277,4306,7,23,15380,5.3,314,125.9
2019,KPK,Haripur,2,7,210,3267,5,18,11669,4.0,182,36.8
2019,KPK,Swabi,3,10,325,5053,8,27,18046,6.3,304,120.3
2019,KPK,Buner,1,3,151,2344,4,13,8371,2.9,351,145.5
2019,KPK,Shangla,2,7,227,3527,6,19,12597,4.4,298,97.4
2019,KPK,Kohistan,2,7,185,2872,5,15,10258,3.6,293,85.4
2019,KPK,Battagram,2,7,184,2860,5,15,10215,3.5,163,8.7
2019,KPK,Tor Ghar,3,10,289,4493,7,24,16048,5.6,218,39.7
2019,Balochistan,All (Province Level),18,59,2091,32527,52,174,116169,40.3,265,96.3
2019,Balochistan,Quetta,1,3,148,2301,4,12,8219,2.9,172,36.5
2019,Balochistan,Khuzdar,1,3,93,1445,2,8,5160,1.8,245,75.0
2019,Balochistan,Turbat,1,3,73,1133,2,6,4045,1.4,282,102.9
2019,Balochistan,Gwadar,1,3,117,1824,3,10,6516,2.3,258,73.2
2019,Balochistan,Lasbela,1,3,113,1762,3,9,6294,2.2,364,208.5
2019,Balochistan,Mastung,1,3,114,1780,3,10,6358,2.2,301,135.2
2019,Balochistan,Kalat,1,3,166,2583,4,14,9226,3.2,297,98.0
2019,Balochistan,Sibi,1,3,160,2488,4,13,8887,3.1,205,35.8
2019,Balochistan,Nasirabad,1,3,161,2503,4,13,8939,3.1,233,82.0
2019,Balochistan,Jaffarabad,1,3,156,2422,4,13,8649,3.0,397,225.4
2019,Balochistan,Bolan,2,7,218,3397,5,18,12132,4.2,255,78.3
2019,Balochistan,Zhob,1,3,133,2063,3,11,7367,2.6,243,60.9
2019,Balochistan,Loralai,1,3,124,1922,3,10,6864,2.4,252,64.7
2019,Balochistan,Dera Bugti,1,3,156,2433,4,13,8691,3.0,335,151.9
2019,Balochistan,Kohlu,1,3,165,2562,4,14,9151,3.2,231,87.8
2019,Balochistan,Jhal Magsi,1,3,169,2626,4,14,9380,3.3,306,105.4
2019,AJK,All (Province Level),12,40,1340,20846,34,112,74449,25.8,233,82.0
2019,AJK,Muzaffarabad,1,3,162,2528,4,14,9027,3.1,151,4.1
2019,AJK,Mirpur,1,3,145,2250,4,12,8036,2.8,282,93.2
2019,AJK,Rawlakot,2,7,247,3839,6,21,13710,4.8,223,53.8
2019,AJK,Kotli,1,3,161,2504,4,13,8944,3.1,259,125.2
2019,AJK,Bagh,1,3,91,1413,2,8,5046,1.8,227,65.7
2019,AJK,Haveli,1,3,159,2467,4,13,8810,3.1,302,130.5
2019,AJK,Neelum,1,3,164,2552,4,14,9114,3.2,148,19.4
2019,AJK,Hattian,1,3,116,1803,3,10,6441,2.2,308,109.5
2019,Gilgit-Baltistan,All (Province Level),6,20,713,11089,18,59,39605,13.7,236,51.3
2019,Gilgit-Baltistan,Gilgit,0,0,36,558,1,3,1993,0.7,152,2.7
2019,Gilgit-Baltistan,Skardu,1,3,116,1802,3,10,6436,2.2,151,2.7
2019,Gilgit-Baltistan,Ghanche,1,3,67,1043,2,6,3724,1.3,353,138.5
2019,Gilgit-Baltistan,Ghizer,1,3,99,1537,2,8,5489,1.9,261,69.5
2019,Gilgit-Baltistan,Hunza,0,0,43,673,1,4,2404,0.8,242,64.6
2019,Gilgit-Baltistan,Nagar,1,3,115,1783,3,10,6367,2.2,327,94.6
2019,Gilgit-Baltistan,Astore,1,3,117,1822,3,10,6507,2.3,204,25.2
2019,Gilgit-Baltistan,Diamer,1,3,87,1348,2,7,4815,1.7,328,86.4
2019,FATA,All (Province Level),6,20,638,9922,16,53,35436,12.3,165,22.2
2019,FATA,Khyber,1,3,114,1779,3,10,6352,2.2,166,11.4
2019,FATA,Kurram,1,3,111,1734,3,9,6194,2.1,123,-3.1
2019,FATA,Orakzai,1,3,146,2272,4,12,8115,2.8,131,-10.3
2019,FATA,Mohmand,1,3,94,1461,2,8,5219,1.8,226,94.8
2019,FATA,Bajaur,1,3,108,1673,3,9,5974,2.1,239,95.9
2019,FATA,North Waziristan,1,3,90,1404,2,8,5014,1.7,212,65.6
2019,FATA,South Waziristan,1,3,68,1050,2,6,3751,1.3,224,55.6
2020,Pakistan (National),All,326,1076,41400,644000,1035,3450,2300000,836.4,228,58.3
2020,Punjab,All (Province Level),102,337,12950,201438,324,1079,719421,261.6,165,5.1
2020,Punjab,Lahore,6,20,785,12214,20,65,43620,15.9,112,-32.1
2020,Punjab,Multan,2,7,279,4339,7,23,15496,5.6,191,37.4
2020,Punjab,Faisalabad,5,16,647,10069,16,54,35959,13.1,133,-12.5
2020,Punjab,Rawalpindi,7,23,855,13298,21,71,47494,17.3,133,-1.5
2020,Punjab,Gujranwala,3,10,437,6796,11,36,24271,8.8,223,53.8
2020,Punjab,Sargodha,3,10,361,5608,9,30,20028,7.3,159,-5.9
2020,Punjab,Sialkot,6,20,788,12265,20,66,43802,15.9,139,-9.7
2020,Punjab,Jhang,4,13,474,7379,12,40,26353,9.6,175,10.8
2020,Punjab,Muzaffargarh,4,13,464,7212,12,39,25758,9.4,124,-19.5
2020,Punjab,Rahim Yar Khan,3,10,404,6287,10,34,22452,8.2,226,41.2
2020,Punjab,Bahawalnagar,4,13,546,8488,14,45,30314,11.0,103,-31.8
2020,Punjab,Bahawalpur,3,10,444,6903,11,37,24653,9.0,164,-2.4
2020,Punjab,D.G. Khan,5,16,637,9913,16,53,35402,12.9,121,-12.3
2020,Punjab,Rajanpur,3,10,360,5602,9,30,20006,7.3,189,9.9
2020,Punjab,Mianwali,4,13,535,8326,13,45,29735,10.8,230,60.8
2020,Punjab,Khushab,5,16,658,10238,16,55,36564,13.3,146,-8.8
2020,Punjab,Chakwal,3,10,387,6014,10,32,21480,7.8,198,37.5
2020,Punjab,Jhelum,2,7,228,3543,6,19,12655,4.6,107,-39.9
2020,Punjab,Kasur,2,7,317,4926,8,26,17594,6.4,168,-5.6
2020,Punjab,Sheikhupura,4,13,452,7031,11,38,25109,9.1,240,48.1
2020,Punjab,Gujrat,5,16,665,10343,17,55,36940,13.4,165,18.7
2020,Punjab,Hafizabad,3,10,409,6356,10,34,22699,8.3,207,46.8
2020,Punjab,Narowal,5,16,663,10318,17,55,36849,13.4,158,12.1
2020,Punjab,Layyah,8,26,953,14829,24,79,52959,19.3,121,-14.8
2020,Punjab,Bhakkar,3,10,424,6601,11,35,23574,8.6,218,55.7
2020,Sindh,All (Province Level),84,277,10629,165336,266,886,590487,214.7,282,101.4
2020,Sindh,Karachi,5,16,691,10745,17,58,38374,14.0,418,211.9
2020,Sindh,Hyderabad,6,20,736,11446,18,61,40878,14.9,402,191.3
2020,Sindh,Sukkur,3,10,394,6136,10,33,21916,8.0,361,150.7
2020,Sindh,Larkana,3,10,383,5953,10,32,21261,7.7,420,208.8
2020,Sindh,Khairpur,6,20,770,11979,19,64,42783,15.6,234,55.0
2020,Sindh,Jacobabad,3,10,371,5776,9,31,20629,7.5,393,186.9
2020,Sindh,Shikarpur,5,16,641,9966,16,53,35593,12.9,270,117.7
2020,Sindh,Kashmore,4,13,478,7431,12,40,26538,9.7,404,199.3
2020,Sindh,Dadu,4,13,568,8833,14,47,31547,11.5,304,97.4
2020,Sindh,Jamshoro,2,7,295,4595,7,25,16410,6.0,218,50.3
2020,Sindh,Thatta,5,16,594,9234,15,49,32978,12.0,405,159.6
2020,Sindh,Badin,3,10,413,6425,10,34,22948,8.3,292,89.6
2020,Sindh,Sanghar,5,16,647,10064,16,54,35942,13.1,327,172.5
2020,Sindh,Mirpur Khas,4,13,482,7503,12,40,26795,9.7,399,155.8
2020,Sindh,Tharparkar,4,13,545,8476,14,45,30270,11.0,177,41.6
2020,Sindh,Umerkot,2,7,274,4255,7,23,15196,5.5,423,208.8
2020,Sindh,Matiari,5,16,643,10009,16,54,35745,13.0,380,163.9
2020,Sindh,Qambar,3,10,370,5757,9,31,20559,7.5,256,88.2
2020,KPK,All (Province Level),61,201,7767,120828,194,647,431527,156.9,226,40.4
2020,KPK,Peshawar,3,10,334,5202,8,28,18579,6.8,339,123.0
2020,KPK,Nowshera,4,13,542,8436,14,45,30129,11.0,315,117.2
2020,KPK,Charsadda,5,16,575,8942,14,48,31934,11.6,213,23.1
2020,KPK,Mardan,5,16,633,9845,16,53,35160,12.8,275,99.3
2020,KPK,Swat,3,10,416,6464,10,35,23084,8.4,306,86.6
2020,KPK,Malakand,4,13,469,7296,12,39,26056,9.5,216,21.3
2020,KPK,Dir Upper,5,16,625,9729,16,52,34747,12.6,160,-9.1
2020,KPK,Dir Lower,4,13,552,8583,14,46,30655,11.1,247,35.0
2020,KPK,Chitral,4,13,541,8423,14,45,30082,10.9,250,40.4
2020,KPK,Mansehra,3,10,336,5229,8,28,18675,6.8,313,98.1
2020,KPK,Abbottabad,3,10,327,5079,8,27,18141,6.6,289,92.7
2020,KPK,Haripur,3,10,437,6804,11,36,24300,8.8,267,47.5
2020,KPK,Swabi,3,10,401,6232,10,33,22258,8.1,281,67.3
2020,KPK,Buner,5,16,614,9547,15,51,34095,12.4,232,28.9
2020,KPK,Shangla,4,13,565,8784,14,47,31373,11.4,162,10.2
2020,KPK,Kohistan,6,20,740,11518,19,62,41135,15.0,212,21.1
2020,KPK,Battagram,4,13,475,7385,12,40,26375,9.6,184,25.2
2020,KPK,Tor Ghar,2,7,256,3984,6,21,14227,5.2,322,123.6
2020,Balochistan,All (Province Level),34,112,4297,66846,107,358,238734,86.8,178,49.6
2020,Balochistan,Quetta,2,7,310,4824,8,26,17230,6.3,253,99.2
2020,Balochistan,Khuzdar,3,10,321,4998,8,27,17850,6.5,184,60.0
2020,Balochistan,Turbat,2,7,284,4418,7,24,15780,5.7,123,7.9
2020,Balochistan,Gwadar,2,7,242,3763,6,20,13438,4.9,119,11.2
2020,Balochistan,Lasbela,3,10,372,5780,9,31,20643,7.5,155,17.4
