Year,Province,District,Rainfall_Actual_mm,Rainfall_Anomaly_pct,Rainfall_Normal_mm,Max_Temp_C,Min_Temp_C,Mean_Temp_C,Flooded_Area_sqkm,Area_Affected_Acres,Persons_Affected,Villages_Affected,Total_Houses_Damaged,Houses_Fully_Damaged,Houses_Partially_Damaged,Schools_Total,Roads_Damaged_km,Bridges_Damaged,Est_Damages_USD_Mn,Damage_Level,Damage_Label,Rainfall_Actual_mm_normalized,Rainfall_Anomaly_pct_normalized,Rainfall_Normal_mm_normalized,Max_Temp_C_normalized,Min_Temp_C_normalized,Mean_Temp_C_normalized,Flooded_Area_sqkm_normalized,Area_Affected_Acres_normalized,Persons_Affected_normalized,Total_Houses_Damaged_normalized,Roads_Damaged_km_normalized,Est_Damages_USD_Mn_normalized
2005,Balochistan,Nasirabad,216,23.4,175,35.7,22.1,30.5,32,11133,21409,29,385,128,257,5,10,0,0.3,0,Low,0.2028985507246377,0.12116641528406236,0.6896551724137931,0.032258064516129475,0.0,0.28571428571428553,0.0005858940945915914,0.0005958357584326582,0.0005958194391630199,0.000595990699851339,0.0006061014209711092,1.375005156269336e-05
2005,Balochistan,Jaffarabad,110,-32.1,162,37.4,25.9,32.4,51,17809,34248,46,616,205,411,8,15,0,0.5,0,Low,0.04927536231884058,0.028154851684263446,0.5775862068965517,0.3064516129032254,0.8085106382978718,0.6734693877551017,0.0009697557427722892,0.000984900657033639,0.0009849006547377115,0.0009848998853475518,0.0009428244326217253,2.7500103125386724e-05
2005,Balochistan,Bolan,146,-0.7,147,35.8,25.5,32.3,40,13808,26553,36,478,159,319,6,12,0,0.4,0,Low,0.10144927536231885,0.08077761018937489,0.4482758620689655,0.04838709677419307,0.7234042553191488,0.6530612244897952,0.0007475200517203063,0.0007517297973418289,0.0007517064843313518,0.0007525645277783857,0.0007407906256313556,2.0625077344040044e-05
2005,Balochistan,Zhob,165,-3.5,171,40.2,25.4,30.0,59,20468,39361,53,708,236,472,9,18,0,0.6,0,Low,0.1289855072463768,0.07608513490866432,0.6551724137931034,0.7580645161290324,0.7021276595744675,0.18367346938775486,0.001131381699901004,0.0011398622456166238,0.0011398482562046013,0.0011397901237269958,0.001144858239612095,3.43751289067334e-05
2005,Balochistan,Loralai,219,34.4,163,36.6,24.7,31.5,22,7771,14944,20,269,90,179,3,7,0,0.2,0,Low,0.2072463768115942,0.13960113960113962,0.5862068965517241,0.17741935483870983,0.5531914893617017,0.4897959183673468,0.0003838616481806978,0.0003999046336428894,0.0003998999704590413,0.00040069431232943136,0.00040406761398073944,6.875025781346681e-06
2005,Balochistan,Dera Bugti,181,13.8,159,39.4,24.1,32.4,20,6931,13329,18,240,80,160,3,6,0,0.2,0,Low,0.15217391304347827,0.10507792860734039,0.5517241379310345,0.6290322580645156,0.4255319148936171,0.6734693877551017,0.0003434551588985191,0.0003509509915181404,0.0003509579840774596,0.0003518702154489544,0.0003367230116506162,6.875025781346681e-06
2005,Balochistan,Kohlu,208,35.9,153,36.2,22.1,32.0,33,11465,22048,30,397,132,265,5,10,0,0.3,0,Low,0.19130434782608696,0.14211496564437742,0.5,0.11290322580645203,0.0,0.5918367346938774,0.0006060973392326808,0.0006151841027010114,0.0006151841012669399,0.0006161937744225709,0.0006061014209711092,1.375005156269336e-05
2005,Balochistan,Jhal Magsi,119,-15.6,141,35.6,23.4,31.4,38,13222,25427,34,458,153,305,6,11,0,0.4,0,Low,0.06231884057971015,0.05580693815987934,0.39655172413793105,0.016129032258064738,0.2765957446808505,0.4693877551020404,0.0007071135624381275,0.0007175788041452779,0.0007175834647241314,0.0007188927368263326,0.0006734460233012324,2.0625077344040044e-05
2005,AJK,All (Province Level),199,20.6,165,37.5,24.0,31.6,244,84536,162569,219,2926,975,1951,36,73,1,2.6,0,Low,0.1782608695652174,0.11647394000335178,0.603448275862069,0.32258064516129015,0.4042553191489359,0.5102040816326532,0.004868981958502536,0.004873626464245688,0.004873621790633031,0.004873991740309679,0.004848811367768873,0.00017187564453366702
2005,AJK,Muzaffarabad,274,46.5,187,36.2,25.7,31.0,29,10168,19553,26,352,117,235,4,9,0,0.3,0,Low,0.28695652173913044,0.1598793363499246,0.7931034482758621,0.11290322580645203,0.7659574468085103,0.38775510204081615,0.0005252843606683233,0.0005395973481345836,0.000539574035618614,0.0005404322447804515,0.0005387568186409859,1.375005156269336e-05
2005,AJK,Mirpur,295,78.8,165,37.1,24.5,30.0,23,7816,15031,20,271,90,180,3,7,0,0.2,0,Low,0.3173913043478261,0.21401039048097872,0.603448275862069,0.25806451612903236,0.5106382978723402,0.18367346938775486,0.0004040648928217872,0.00040252715018528664,0.0004025364737501853,0.00040406149142463665,0.00040406761398073944,6.875025781346681e-06
2005,AJK,Rawlakot,142,-4.1,148,36.2,24.6,29.7,14,4730,9096,12,164,55,109,2,4,0,0.1,0,Low,0.09565217391304348,0.0750796044913692,0.45689655172413796,0.11290322580645203,0.5319148936170214,0.12244897959183633,0.00022223569105198296,0.00022268079352222097,0.00022267846187731398,0.0002239174098311528,0.00020203380699036972,0.0
2005,AJK,Kotli,204,17.9,173,36.4,22.8,29.2,32,11064,21276,29,383,128,255,5,10,0,0.3,0,Low,0.1855072463768116,0.11194905312552372,0.6724137931034483,0.14516129032258035,0.14893617021276584,0.020408163265305694,0.0005858940945915914,0.0005918145664009824,0.0005917889226374779,0.0005926235207561338,0.0006061014209711092,1.375005156269336e-05
2005,AJK,Bagh,151,4.1,145,36.1,23.8,29.8,18,6130,11788,16,212,71,141,3,5,0,0.2,0,Low,0.10869565217391304,0.08882185352773589,0.43103448275862066,0.09677419354838729,0.3617021276595744,0.14285714285714277,0.0003030486696163404,0.00030427019706346915,0.0003042585407251269,0.00030472970811608015,0.00026937840932049294,6.875025781346681e-06
2005,AJK,Haveli,243,71.1,142,39.5,24.5,29.3,26,9151,17599,24,317,106,211,4,8,0,0.3,0,Low,0.24202898550724639,0.20110608345902467,0.4051724137931034,0.6451612903225803,0.5106382978723402,0.04081632653061211,0.00046467462674505526,0.00048032847427640545,0.0004803587777922297,0.00048150661061435864,0.00047141221631086266,1.375005156269336e-05
2005,AJK,Neelum,130,-15.6,154,39.5,25.0,29.7,52,18180,34961,47,629,210,420,8,16,0,0.6,0,Low,0.0782608695652174,0.05580693815987934,0.5086206896551724,0.6451612903225803,0.6170212765957445,0.12244897959183633,0.0009899589874133787,0.0010065218489720697,0.0010065078598708805,0.0010067865494663862,0.0010101690349518487,3.43751289067334e-05
2005,AJK,Hattian,206,20.5,171,37.3,23.9,32.0,20,6913,13295,18,239,80,160,3,6,0,0.2,0,Low,0.18840579710144928,0.11630635160046927,0.6551724137931034,0.2903225806451607,0.38297872340425476,0.5918367346938774,0.0003434551588985191,0.00034990198490118156,0.00034992762646942634,0.00035018662590135174,0.0003367230116506162,6.875025781346681e-06
2005,Gilgit-Baltistan,All (Province Level),174,13.0,154,39.2,24.0,31.1,145,50145,96433,130,1736,579,1157,21,43,1,1.5,0,Low,0.14202898550724638,0.10373722138428022,0.5086206896551724,0.5967741935483872,0.4042553191489359,0.40816326530612257,0.002868860739034689,0.0028693827662549256,0.0028693944151950835,0.002870520178662523,0.0028284732978651763,9.625036093885352e-05
2005,Gilgit-Baltistan,Gilgit,188,32.4,142,36.8,23.5,29.1,11,3686,7088,10,128,43,85,2,3,0,0.1,0,Low,0.16231884057971013,0.1362493715434892,0.4051724137931034,0.20967741935483816,0.2978723404255317,0.0,0.00016162595712871487,0.00016183840973860446,0.0001618267537322886,0.0001633081861174573,0.00013468920466024647,0.0
2005,Gilgit-Baltistan,Skardu,156,14.7,136,40.0,24.4,31.7,12,4261,8194,11,147,49,98,2,4,0,0.1,0,Low,0.11594202898550725,0.10658622423328305,0.35344827586206895,0.7258064516129029,0.48936170212765906,0.5306122448979589,0.00018182920176980423,0.0001953483433359028,0.0001953436806289012,0.0001952963875219077,0.00020203380699036972,0.0
2005,Gilgit-Baltistan,Ghanche,118,-24.4,156,38.4,25.0,30.7,23,8073,15525,21,279,93,186,3,7,0,0.2,0,Low,0.06086956521739131,0.041059158706217534,0.5258620689655172,0.4677419354838705,0.6170212765957445,0.3265306122448976,0.0004040648928217872,0.00041750463354964435,0.00041750696370219855,0.00041753020780545784,0.00040406761398073944,6.875025781346681e-06
2005,Gilgit-Baltistan,Ghizer,161,0.0,161,38.4,23.4,32.9,10,3423,6583,9,118,39,79,1,3,0,0.1,0,Low,0.12318840579710146,0.08195072900955254,0.5689655172413793,0.4677419354838705,0.2765957446808505,0.7755102040816323,0.0001414227124876255,0.0001465112575019271,0.0001465229127894411,0.0001464722906414308,0.00013468920466024647,0.0
2005,Gilgit-Baltistan,Hunza,120,-13.0,138,36.7,22.6,29.7,17,5839,11228,15,202,67,135,2,5,0,0.2,0,Low,0.06376811594202898,0.060164236634824876,0.3706896551724138,0.19354838709677458,0.10638297872340427,0.12244897959183633,0.000282845424975251,0.00028731125675596686,0.00028728794482810784,0.0002878938126400536,0.00026937840932049294,6.875025781346681e-06
2005,Gilgit-Baltistan,Nagar,245,81.5,135,38.1,23.6,32.9,11,3957,7609,10,137,46,91,2,3,0,0.1,0,Low,0.24492753623188407,0.21853527735880682,0.3448275862068966,0.41935483870967744,0.31914893617021284,0.7755102040816323,0.00016162595712871487,0.00017763178713837464,0.00017761546884362237,0.0001784604920458812,0.00013468920466024647,0.0
2005,Gilgit-Baltistan,Astore,256,49.7,171,39.6,23.0,29.7,10,3601,6925,9,125,42,83,2,3,0,0.1,0,Low,0.2608695652173913,0.16524216524216526,0.6551724137931034,0.6612903225806451,0.19148936170212738,0.12244897959183633,0.0001414227124876255,0.00015688476738074295,0.00015688709814083485,0.00015825741747464936,0.00013468920466024647,0.0
2005,Gilgit-Baltistan,Diamer,192,22.3,157,36.9,25.1,29.7,27,9212,17716,24,319,106,213,4,8,0,0.3,0,Low,0.1681159420289855,0.11932294285235463,0.5344827586206896,0.2258064516129029,0.6382978723404257,0.12244897959183633,0.0004848778713861446,0.0004838834411449884,0.0004839044201492855,0.00048487378970956394,0.00047141221631086266,1.375005156269336e-05
2005,FATA,All (Province Level),198,39.4,142,37.2,23.2,31.2,119,41370,79557,107,1432,477,955,18,36,1,1.3,0,Low,0.17681159420289855,0.14798055974526564,0.4051724137931034,0.2741935483870971,0.23404255319148895,0.42857142857142827,0.0023435763783663656,0.0023579920404874595,0.002357973385984203,0.0023587089561913164,0.0023570610815543134,8.250030937616016e-05
2005,FATA,Khyber,146,3.5,141,38.2,22.2,30.3,14,4888,9400,13,169,56,113,2,4,0,0.1,0,Low,0.10144927536231885,0.08781632311044077,0.39655172413793105,0.4354838709677422,0.0212765957446804,0.2448979591836734,0.00022223569105198296,0.0002318887404933047,0.0002318910710785529,0.00023233535756916608,0.00020203380699036972,0.0
2005,FATA,Kurram,295,120.1,134,39.5,23.0,31.7,8,2767,5321,7,96,32,64,1,2,0,0.1,0,Low,0.3173913043478261,0.2832244008714597,0.33620689655172414,0.6451612903225803,0.19148936170212738,0.5306122448979589,0.0001010162232054468,0.00010828079412831367,0.00010827846275008748,0.00010943332059417242,6.734460233012324e-05,0.0
2005,FATA,Orakzai,203,47.1,138,37.2,25.7,32.3,23,7875,15145,20,273,91,182,3,7,0,0.2,0,Low,0.18405797101449275,0.16088486676721972,0.3706896551724138,0.2741935483870971,0.7659574468085103,0.6530612244897952,0.0004040648928217872,0.0004059655607630964,0.0004059912022006499,0.00040742867051984195,0.00040406761398073944,6.875025781346681e-06
2005,FATA,Mohmand,249,54.7,161,36.4,22.3,32.0,19,6706,12897,17,232,77,155,3,6,0,0.2,0,Low,0.25072463768115943,0.17362158538629127,0.5689655172413793,0.14516129032258035,0.042553191489361555,0.5918367346938774,0.00032325191425742973,0.0003378384088061541,0.00033786638152833066,0.0003384014990681332,0.0003367230116506162,6.875025781346681e-06
2005,FATA,Bajaur,144,-7.1,155,36.5,22.7,29.7,22,7652,14716,20,265,88,177,3,7,0,0.2,0,Low,0.09855072463768116,0.07005195240489359,0.5172413793103449,0.16129032258064507,0.12765957446808468,0.12244897959183633,0.0003838616481806978,0.00039296953434188325,0.0003929905135581121,0.0003939599541390207,0.00040406761398073944,6.875025781346681e-06
2005,FATA,North Waziristan,212,55.9,136,39.9,23.6,32.3,25,8539,16421,22,296,99,197,4,7,0,0.3,0,Low,0.19710144927536233,0.17563264622088154,0.35344827586206895,0.7096774193548382,0.31914893617021284,0.6530612244897952,0.0004444713821039659,0.00044466224929980266,0.00044465991713742896,0.00044615123011470295,0.00040406761398073944,1.375005156269336e-05
2005,FATA,South Waziristan,201,50.0,134,39.2,24.0,29.9,15,5140,9885,13,178,59,119,2,4,0,0.2,0,Low,0.18115942028985507,0.16574493045081284,0.33620689655172414,0.5967741935483872,0.4042553191489359,0.16326530612244844,0.0002424389356930723,0.00024657483313072934,0.0002465888193107926,0.00024748766349758994,0.00020203380699036972,6.875025781346681e-06
2006,Pakistan (National),All,224,51.4,148,38.3,24.0,31.1,6300,2184000,4200000,5670,75600,25200,50400,924,1890,34,76.4,2,Extreme,0.2144927536231884,0.1680911680911681,0.45689655172413796,0.4516129032258058,0.4042553191489359,0.40816326530612257,0.1272198315049397,0.12722649469019076,0.1272264967247356,0.12722717852278487,0.1272139538016028,0.005245644671167518
2006,Punjab,All (Province Level),255,104.0,125,39.4,24.3,30.7,2120,735096,1413646,1908,25446,8482,16964,311,636,11,25.7,2,Extreme,0.2594202898550725,0.25624266800737394,0.25862068965517243,0.6290322580645156,0.4680851063829786,0.3265306122448976,0.042770268905186176,0.04278705672695599,0.042787054296088166,0.04278842835232142,0.04276382247962826,0.00176000660002475
2006,Punjab,Lahore,295,134.1,126,40.0,25.2,29.7,64,22113,42525,57,765,255,510,9,19,0,0.8,0,Low,0.3173913043478261,0.3066867772750126,0.2672413793103448,0.7258064516129029,0.659574468085106,0.12244897959183633,0.001232397923106451,0.0012357297947775904,0.0012357321230227589,0.001235754727940347,0.0012122028419422183,4.812518046942677e-05
2006,Punjab,Multan,324,200.0,108,38.4,25.1,32.6,58,20266,38973,53,702,234,468,9,18,0,0.7,1,Medium,0.35942028985507246,0.41712753477459363,0.11206896551724138,0.4677419354838705,0.6382978723404257,0.7142857142857145,0.0011111784552599148,0.0011280900602485295,0.0011280900576188097,0.0011296885864413798,0.001144858239612095,4.125015468808008e-05
2006,Punjab,Faisalabad,178,29.0,138,36.2,23.6,32.2,85,29533,56794,77,1022,341,682,12,26,0,1.0,0,Low,0.14782608695652175,0.13055136584548352,0.3706896551724138,0.11290322580645203,0.31914893617021284,0.6326530612244903,0.0016566660605693273,0.0016681536335462059,0.0016681489674059099,0.0016684372416742289,0.001683615058253081,6.187523203212012e-05
2006,Punjab,Rawalpindi,319,139.8,133,38.8,24.8,31.2,46,16006,30780,42,554,185,369,7,14,0,0.6,1,Medium,0.3521739130434783,0.3162393162393163,0.3275862068965517,0.5322580645161283,0.5744680851063829,0.42857142857142827,0.0008687395195668424,0.0008798251609015886,0.0008798041787183152,0.0008805173333961873,0.0008754798302916022,3.43751289067334e-05
2006,Punjab,Gujranwala,195,39.3,140,38.5,23.6,30.9,58,20059,38575,52,694,231,463,8,17,0,0.7,0,Low,0.17246376811594202,0.1478129713423831,0.3879310344827586,0.4838709677419353,0.31914893617021284,0.3673469387755097,0.0011111784552599148,0.001116026484153502,0.001116028812677714,0.0011162198700605586,0.0010775136372819718,4.125015468808008e-05
2006,Punjab,Sargodha,288,130.4,125,38.6,22.1,32.5,97,33704,64816,88,1167,389,778,14,29,1,1.2,0,Low,0.3072463768115942,0.30048600636835937,0.25862068965517243,0.5,0.0,0.693877551020408,0.0018991049962623998,0.001911231777953739,0.0019112527536307075,0.0019125577260766134,0.0018856488652434506,7.562528359481347e-05
2006,Punjab,Sialkot,313,122.0,141,39.1,22.7,31.4,126,43755,84145,114,1515,505,1010,19,38,1,1.5,1,Medium,0.34347826086956523,0.28640858052622764,0.39655172413793105,0.5806451612903225,0.12765957446808468,0.4693877551020404,0.0024849990908539913,0.0024969854172345145,0.0024970110537976377,0.0024984468886423365,0.00249175028621456,9.625036093885352e-05
2006,Punjab,Jhang,322,128.4,141,40.2,23.8,29.5,90,31060,59731,81,1075,358,717,13,27,0,1.1,1,Medium,0.3565217391304348,0.29713423831070895,0.39655172413793105,0.7580645161290324,0.3617021276595744,0.08163265306122422,0.0017576822837747743,0.001757144361551553,0.0017571536819586686,0.0017576674876971694,0.0017509596605832043,6.87502578134668e-05
2006,Punjab,Muzaffargarh,182,29.1,141,39.9,24.1,31.4,152,52538,101034,136,1819,606,1212,22,45,1,1.8,0,Low,0.1536231884057971,0.13071895424836602,0.39655172413793105,0.7096774193548382,0.4255319148936171,0.4693877551020404,0.0030102834515223146,0.0030088423681650734,0.0030088260432704133,0.003010258111113543,0.0029631625025254224,0.00011687543828289356
2006,Punjab,Rahim Yar Khan,230,69.1,136,35.6,23.4,30.6,56,19373,37255,50,671,224,447,8,17,0,0.7,0,Low,0.22318840579710145,0.19775431540137425,0.35344827586206895,0.016129032258064738,0.2765957446808505,0.3061224489795919,0.001070771965977736,0.0010760476764182904,0.0010760266937775978,0.0010774973104656976,0.0010775136372819718,4.125015468808008e-05
2006,Punjab,Bahawalnagar,232,95.0,119,39.2,23.8,29.9,110,38188,73438,99,1322,441,881,16,33,1,1.3,1,Medium,0.22608695652173913,0.2411597117479471,0.20689655172413793,0.5967741935483872,0.3617021276595744,0.16326530612244844,0.0021617471765965615,0.0021725509818672794,0.0021725393211737398,0.002173514105955025,0.0021550272745639435,8.250030937616016e-05
2006,Punjab,Bahawalpur,193,54.4,125,37.7,25.7,30.5,63,21971,42251,57,761,254,507,9,19,0,0.8,0,Low,0.16956521739130434,0.1731188201776437,0.25862068965517243,0.35483870967741965,0.7659574468085103,0.28571428571428553,0.0012121946784653616,0.0012274542981326924,0.0012274286528874316,0.0012290203697499363,0.0012122028419422183,4.812518046942677e-05
2006,Punjab,D.G. Khan,156,19.1,131,36.5,25.9,29.6,99,34295,65952,89,1187,396,791,15,30,1,1.2,0,Low,0.11594202898550725,0.11396011396011398,0.3103448275862069,0.16129032258064507,0.8085106382978718,0.10204081632653064,0.0019395114855445784,0.0019456741618772229,0.0019456788195932318,0.0019462295170286665,0.001952993467573574,7.562528359481347e-05
2006,Punjab,Rajanpur,382,205.6,125,38.5,22.3,32.0,58,20203,38851,52,699,233,466,9,17,0,0.7,1,Medium,0.4434782608695652,0.4265124853360148,0.25862068965517243,0.4838709677419353,0.042553191489361555,0.5918367346938774,0.0011111784552599148,0.0011244185370891733,0.001124392892084102,0.001124637817798572,0.0010775136372819718,4.125015468808008e-05
2006,Punjab,Mianwali,200,77.0,113,35.7,23.9,31.3,75,25859,49729,67,895,298,597,11,22,0,0.9,0,Low,0.17971014492753623,0.2109937992290934,0.15517241379310345,0.032258064516129475,0.38297872340425476,0.4489795918367347,0.0014546336141584338,0.001454039727395816,0.0014540467173836966,0.001454621369128692,0.0014142366489325881,5.500020625077345e-05
2006,Punjab,Khushab,257,104.0,126,37.8,23.6,31.3,56,19384,37277,50,671,224,447,8,17,0,0.7,0,Low,0.26231884057971017,0.25624266800737394,0.2672413793103448,0.37096774193548326,0.31914893617021284,0.4489795918367347,0.001070771965977736,0.001076688736017543,0.0010766933957592664,0.0010774973104656976,0.0010775136372819718,4.125015468808008e-05
2006,Punjab,Chakwal,351,147.2,142,37.4,23.1,31.6,45,15590,29980,40,540,180,360,7,13,0,0.5,1,Medium,0.39855072463768115,0.3286408580526228,0.4051724137931034,0.3064516129032254,0.21276595744680854,0.5102040816326532,0.0008485362749257531,0.0008555814524207605,0.0008555604702940022,0.0008569470797297502,0.0008081352279614789,2.7500103125386724e-05
2006,Punjab,Jhelum,189,42.1,133,38.9,22.1,29.9,55,19111,36752,50,662,221,441,8,17,0,0.7,0,Low,0.16376811594202897,0.1525054466230937,0.3275862068965517,0.5483870967741931,0.0,0.16326530612244844,0.0010505687213366467,0.0010607788023269998,0.001060783462105811,0.001062345004537274,0.0010775136372819718,4.125015468808008e-05
2006,Punjab,Kasur,158,43.6,110,39.6,22.8,31.7,68,23714,45603,62,821,274,547,10,21,0,0.8,0,Low,0.11884057971014493,0.1550192726663315,0.12931034482758622,0.6612903225806451,0.14893617021276584,0.5306122448979589,0.0013132109016708083,0.0013290331055415465,0.0013290097911853027,0.0013300357426060956,0.0013468920466024649,4.812518046942677e-05
2006,Punjab,Sheikhupura,209,57.1,133,39.8,25.4,30.6,48,16489,31709,43,571,190,381,7,14,0,0.6,0,Low,0.1927536231884058,0.17764370705547178,0.3275862068965517,0.6935483870967735,0.7021276595744675,0.3061224489795919,0.0009091460088490211,0.0009079735051233192,0.0009079571851260485,0.0009091383557054324,0.0008754798302916022,3.43751289067334e-05
2006,Punjab,Gujrat,220,57.1,140,35.6,22.4,29.9,82,28267,54359,73,978,326,652,12,24,0,1.0,0,Low,0.20869565217391303,0.17764370705547178,0.3879310344827586,0.016129032258064738,0.06382978723404195,0.16326530612244844,0.0015960563266460594,0.001594373501486763,0.0015943571798894074,0.001594359301579712,0.0015489258535928345,6.187523203212012e-05
